#,Code,Description,"Ad status","Expires on",Reserved,Client,Channel,Office,"Updated at"
485,Save26,"Buy1 Get1 + Additional Discounts (Mansour)",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-26 00:01:22"
486,Extra90,"20% discount on top of discounts",Deactive,2019-01-01,N/A,Nisnass,Test,"Itcan - DXB Office","2019-01-25 05:31:08"
487,Extra92,"20% discount on top of discounts",Deactive,2019-01-01,N/A,Nisnass,Digital,"Itcan - DXB Office","2019-01-25 05:31:08"
488,Extra60,"15% on everything on the website",N/A,N/A,"Amna AlGhammas",Elabelz,Influencers,N/A,"2019-01-24 15:49:54"
489,itc55,"10% on one time service",N/A,N/A,"Joud Lama",Matic,Influencers,N/A,"2019-01-24 14:48:09"
490,Her22,"5% discount on beauty + everything",N/A,N/A,"About Her KSA",Ounass,N/A,N/A,"2019-01-24 14:46:33"
491,Look22,"10% discount on everything",N/A,N/A,"About Her KSA",Ounass,Influencers,N/A,"2019-01-24 14:46:16"
492,Go58,"10% discount",N/A,N/A,"Arwa AlOmrani",MumzWorld,Influencers,N/A,"2019-01-24 14:34:22"
493,Go70,"10% discount",N/A,N/A,"Dr. Hind",MumzWorld,Influencers,N/A,"2019-01-24 12:14:59"
494,Her18,"5% discount on beauty + everything",Active,N/A,N/A,Ounass,N/A,N/A,"2019-01-24 09:57:52"
495,Her19,"5% discount on beauty + everything",Active,N/A,N/A,Ounass,N/A,N/A,"2019-01-24 09:57:52"
496,Her21,"5% discount on beauty + everything",Active,N/A,N/A,Ounass,N/A,N/A,"2019-01-24 09:57:52"
497,Her23,"5% discount on beauty + everything",Active,N/A,N/A,Ounass,N/A,N/A,"2019-01-24 09:57:52"
498,Her25,"5% discount on beauty + everything",Active,N/A,N/A,Ounass,Influencers,N/A,"2019-01-24 09:57:52"
499,Look17,"10% discount on everything",Active,N/A,N/A,Ounass,Networks,N/A,"2019-01-24 09:57:19"
500,Look18,"10% discount on everything",Active,N/A,N/A,Ounass,Networks,N/A,"2019-01-24 09:57:19"
501,Look19,"10% discount on everything",Active,N/A,N/A,Ounass,Networks,N/A,"2019-01-24 09:57:19"
502,Look21,"10% discount on everything",Active,N/A,N/A,Ounass,Networks,N/A,"2019-01-24 09:57:19"
503,Look23,"10% discount on everything",Active,N/A,N/A,Ounass,Networks,N/A,"2019-01-24 09:57:19"
504,Look25,"10% discount on everything",Active,N/A,N/A,Ounass,Influencers,N/A,"2019-01-24 09:57:19"
505,Look14,"10% discount on everything",N/A,N/A,"Lama AlAkeel",Ounass,Influencers,N/A,"2019-01-23 19:30:32"
506,Her14,"5% discount on beauty + everything",N/A,N/A,"Lama AlAkeel",Ounass,Influencers,N/A,"2019-01-23 19:30:21"
507,Wow5,"12% on Gross Order, Any Customer, Multiple Usage (Social)",N/A,N/A,N/A,Sivvi,Others,N/A,"2019-01-23 18:54:55"
508,Wow10,"12% on Gross Order, Any Customer, Multiple Usage",N/A,N/A,N/A,Sivvi,Influencers,N/A,"2019-01-23 18:53:24"
509,Wow3,"12% on Gross Order, Any Customer, Multiple Usage",N/A,N/A,N/A,Sivvi,Influencers,N/A,"2019-01-23 18:53:17"
510,Wow2,"12% on Gross Order, Any Customer, Multiple Usage",Active,N/A,N/A,Sivvi,N/A,N/A,"2019-01-23 18:53:07"
511,Look13,"10% discount on everything",N/A,N/A,"5aleeji LifeStyle By Reem",Ounass,Influencers,N/A,"2019-01-23 17:36:46"
512,Her13,"5% discount on beauty + everything",N/A,N/A,"5aleeji LifeStyle By Reem",Ounass,Influencers,N/A,"2019-01-23 17:36:36"
513,Go56,"10% discount",N/A,N/A,"Swalif Hanan",MumzWorld,Influencers,N/A,"2019-01-23 12:27:30"
514,Go54,"10% discount",N/A,N/A,Sosanita,MumzWorld,Influencers,N/A,"2019-01-23 12:24:13"
515,LS24,"5% discount off everything on website (Social)",N/A,N/A,N/A,"Level Shoes",Others,N/A,"2019-01-23 11:54:35"
516,Go60,"10% discount (social)",N/A,N/A,N/A,MumzWorld,Others,N/A,"2019-01-23 11:43:22"
517,Go36,"10% discount (Affiliates)",Active,N/A,N/A,MumzWorld,Digital,N/A,"2019-01-21 13:05:11"
518,Go38,"10% discount (Affiliates)",Active,N/A,N/A,MumzWorld,Digital,N/A,"2019-01-21 13:05:11"
519,Go40,"10% discount (Affiliates)",Active,N/A,N/A,MumzWorld,Digital,N/A,"2019-01-21 13:05:11"
520,Go42,"10% discount (Affiliates)",Active,N/A,N/A,MumzWorld,Digital,N/A,"2019-01-21 13:05:11"
521,Go44,"10% discount (Affiliates)",Active,N/A,N/A,MumzWorld,Digital,N/A,"2019-01-21 13:05:11"
522,Go46,"10% discount (Affiliates)",Active,N/A,N/A,MumzWorld,Digital,N/A,"2019-01-21 13:05:11"
523,Go48,"10% discount (Affiliates)",Active,N/A,N/A,MumzWorld,Digital,N/A,"2019-01-21 13:05:11"
524,Go50,"10% discount (Affiliates)",Active,N/A,N/A,MumzWorld,Digital,N/A,"2019-01-21 13:05:11"
525,Go52,"10% discount (Affiliates)",Active,N/A,N/A,MumzWorld,Digital,N/A,"2019-01-21 13:05:11"
526,frsa20,"55% discount coupon code",N/A,N/A,Mhmdz,"Arabian Oud",Influencers,N/A,"2019-01-21 10:29:39"
527,Frsa24,"55% discount coupon code",N/A,N/A,"Osama AlDughairi","Arabian Oud",Influencers,N/A,"2019-01-20 18:14:57"
528,Go32,"10% discount",active,N/A,Alia,MumzWorld,Influencers,N/A,"2019-01-20 15:27:42"
529,LS22,"5% discount off everything on the website",Active,N/A,N/A,"Level Shoes",SEM,N/A,"2019-01-20 13:21:38"
530,LS4,"5% discount off everything on the website (Affiliates)",Active,N/A,N/A,"Level Shoes",Digital,N/A,"2019-01-20 13:21:11"
531,LS6,"5% discount off everything on the website (Affiliates)",Active,N/A,N/A,"Level Shoes",Digital,N/A,"2019-01-20 13:21:11"
532,LS8,"5% discount off everything on the website (Affiliates)",Active,N/A,N/A,"Level Shoes",Digital,N/A,"2019-01-20 13:21:11"
533,LS10,"5% discount off everything on the website (Affiliates)",Active,N/A,N/A,"Level Shoes",Digital,N/A,"2019-01-20 13:21:11"
534,LS12,"5% discount off everything on the website (Affiliates)",Active,N/A,N/A,"Level Shoes",Digital,N/A,"2019-01-20 13:21:11"
535,LS14,"5% discount off everything on the website (Affiliates)",Active,N/A,N/A,"Level Shoes",Digital,N/A,"2019-01-20 13:21:11"
536,LS16,"5% discount off everything on the website (Affiliates)",Active,N/A,N/A,"Level Shoes",Digital,N/A,"2019-01-20 13:21:11"
537,LS18,"5% discount off everything on the website (Affiliates)",Active,N/A,N/A,"Level Shoes",Digital,N/A,"2019-01-20 13:21:11"
538,LS20,"5% discount off everything on the website (Affiliates)",Active,N/A,N/A,"Level Shoes",Digital,N/A,"2019-01-20 13:21:11"
539,LS28,"5% discount off everything on website",Active,N/A,N/A,"Level Shoes",N/A,N/A,"2019-01-20 13:00:44"
540,LS34,"5% discount off everything on website",Active,N/A,N/A,"Level Shoes",N/A,N/A,"2019-01-20 13:00:44"
541,LS36,"5% discount off everything on website",Active,N/A,N/A,"Level Shoes",N/A,N/A,"2019-01-20 13:00:44"
542,Go30,"10% discount",N/A,N/A,"Dr. Hind",MumzWorld,Influencers,N/A,"2019-01-20 11:00:12"
543,Go28,"10% discount",active,N/A,Alia,MumzWorld,N/A,N/A,"2019-01-18 16:59:37"
544,Zyada29,"Buy1 Get 1 coupon",Deactive,N/A,"Wejdan Abdulaziz",Nisnass,Influencers,N/A,"2019-01-18 00:01:10"
545,Zyada30,"Buy1 Get 1 coupon (Email)",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-18 00:01:10"
546,Zyada25,"Buy1 Get 1 coupon (Email)",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-18 00:01:09"
547,Zyada14,"Buy1 Get 1 coupon",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-18 00:01:08"
548,Zyada15,"Buy1 Get 1 coupon",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-18 00:01:08"
549,Zyada16,"Buy1 Get 1 coupon (office + Inf)",Deactive,N/A,"Afnan AlBatel",Nisnass,Others,N/A,"2019-01-18 00:01:08"
550,Zyada12,"Buy1 Get 1 coupon",Deactive,N/A,"Amna AlGhammas",Nisnass,Influencers,N/A,"2019-01-18 00:01:07"
551,Zyada13,"Buy1 Get 1 coupon",Deactive,N/A,"Arwa Dhl",Nisnass,Influencers,N/A,"2019-01-18 00:01:07"
552,Go26,"10% discount",N/A,N/A,"Tajareb Khayal",MumzWorld,Influencers,N/A,"2019-01-17 18:39:19"
553,Go24,"10% discount",N/A,N/A,"Arwa AlOmrani",MumzWorld,Influencers,N/A,"2019-01-17 18:32:45"
554,Go62,"10% discount
Assigned to Codat",Active,N/A,N/A,MumzWorld,Codat,N/A,"2019-01-17 18:31:59"
555,Go64,"10% discount
Assigned to Codat",Active,N/A,N/A,MumzWorld,Codat,N/A,"2019-01-17 18:31:59"
556,Go68,"10% discount
Assigned to Codat",Active,N/A,N/A,MumzWorld,Codat,N/A,"2019-01-17 18:31:59"
557,Go72,"10% discount
Assigned to Codat",Active,N/A,N/A,MumzWorld,Codat,N/A,"2019-01-17 18:31:59"
558,Go74,"10% discount
Assigned to Codat",Active,N/A,N/A,MumzWorld,Codat,N/A,"2019-01-17 18:31:59"
559,Go78,"10% discount",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-01-17 18:31:59"
560,Go80,"10% discount",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-01-17 18:31:59"
561,Go82,"10% discount",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-01-17 18:31:59"
562,Go90,"10% discount",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-01-17 18:31:59"
563,Go92,"10% discount",Active,N/A,N/A,MumzWorld,Influencers,N/A,"2019-01-17 18:31:59"
564,Go96,"10% discount",Active,N/A,N/A,MumzWorld,N/A,N/A,"2019-01-17 18:31:59"
565,Frsa23,"55% discount coupon code",N/A,N/A,N/A,"Arabian Oud",Miners,N/A,"2019-01-17 16:23:27"
566,Frsa25,"55% discount coupon code",N/A,N/A,"Arwa Dhl","Arabian Oud",Influencers,N/A,"2019-01-17 14:47:07"
567,Frsa22,"55% discount coupon code",N/A,N/A,N/A,"Arabian Oud",Others,N/A,"2019-01-17 14:46:55"
568,frsa21,"55% discount coupon code (Newsletters)",Active,N/A,N/A,"Arabian Oud",Others,N/A,"2019-01-17 14:44:19"
569,Zyada24,"Buy1 Get 1 coupon",Deactive,N/A,Mhmdz,Nisnass,Influencers,N/A,"2019-01-17 00:01:16"
570,Extra4,"12% coupon on everything",N/A,N/A,"Dr. Hind",Sivvi,Influencers,N/A,"2019-01-16 22:09:30"
571,Go12,"10% on everything",N/A,N/A,"Om Shahoodi bint Ibrahim Alkhuwatir",MumzWorld,Influencers,N/A,"2019-01-16 19:57:59"
572,Extra92,"15% on everything on the website",N/A,N/A,N/A,Elabelz,SEM,N/A,"2019-01-16 17:21:30"
573,frsa1,"new test",Active,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-16 15:43:46"
574,AO4,"10% Discount (Affiliates)",N/A,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-16 12:39:41"
575,AO3,"10% Discount (Affiliates)",N/A,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-16 12:39:36"
576,AO2,"10% Discount (Affiliates)",N/A,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-16 12:39:30"
577,AO1,"10% Discount (Affiliates)",N/A,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-16 12:39:25"
578,Extra3,"12% coupons on everything",N/A,N/A,"Abdulrahman AlSadhan",Sivvi,Influencers,N/A,"2019-01-16 11:15:17"
579,Extra5,"12% coupon on everything",active,N/A,"Arwa Dhl",Sivvi,Influencers,N/A,"2019-01-16 11:15:00"
580,Extra2,"12% coupon (affiliates)",N/A,N/A,N/A,Sivvi,Digital,N/A,"2019-01-16 09:37:32"
581,Extra1,"12% coupon (Affiliates)",N/A,N/A,N/A,Sivvi,Digital,N/A,"2019-01-16 09:37:25"
582,Zyada17,"Buy1 Get1  coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-16 00:00:59"
583,Zyada18,"Buy1 Get1  coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-16 00:00:59"
584,Zyada19,"Buy1 Get1  coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-16 00:00:59"
585,Zyada21,"Buy1 Get1  coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-16 00:00:59"
586,Zyada23,"Buy1 Get1  coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-16 00:00:59"
587,Zyada26,"Buy1 Get1  coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-16 00:00:59"
588,Zyada8,"Buy1 Get1  coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-16 00:00:58"
589,Zyada9,"Buy1 Get1  coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-16 00:00:58"
590,Zyada6,"Buy1 Get 1 coupon",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-16 00:00:57"
591,Zyada7,"Buy1 Get1  coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-16 00:00:57"
592,Her15,"5% discount on beauty + everything",N/A,N/A,"Waad AlTurki",Ounass,Influencers,N/A,"2019-01-15 20:23:34"
593,Look15,"10% discount on everything",N/A,N/A,"Waad AlTurki",Ounass,Influencers,N/A,"2019-01-15 20:21:58"
594,Her1,"5% discount on beauty + everything",N/A,N/A,"Arwa Dhl",Ounass,Influencers,N/A,"2019-01-15 20:21:40"
595,Her12,"5% discount on beauty + everything",N/A,N/A,"Bibi AbdulMohsen",Ounass,Influencers,N/A,"2019-01-15 19:05:11"
596,Look12,"10% discount on everything",N/A,N/A,"Bibi AbdulMohsen",Ounass,Influencers,N/A,"2019-01-15 16:53:32"
597,frsa14,"55% discount coupon code (Affliates)",N/A,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-15 13:50:20"
598,frsa13,"55% discount coupon code (Affiliates)",N/A,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-15 13:50:07"
599,frsa12,"55% discount coupon code (Affiliates)",N/A,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-15 13:49:56"
600,frsa11,"55% discount coupon code (Affiliates)",N/A,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-15 13:49:41"
601,frsa19,"55% discount coupon code (SMS)",N/A,N/A,N/A,"Arabian Oud",Others,N/A,"2019-01-15 11:30:58"
602,frsa18,"55% discount coupon code (Push Notification)",N/A,N/A,N/A,"Arabian Oud",Others,N/A,"2019-01-15 10:35:26"
603,Zyada20,"Buy1 Get 1 coupon",Deactive,N/A,"Faisal AlYami",Nisnass,Influencers,N/A,"2019-01-15 00:01:05"
604,Zyada22,"Buy1 Get 1 coupon (Email)",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-15 00:01:05"
605,Zyada27,"Buy1 Get 1 coupon",Deactive,N/A,"Tajareb Khayal",Nisnass,Influencers,N/A,"2019-01-15 00:01:05"
606,Zyada28,"Buy1 Get 1 coupon",Deactive,N/A,"Mevvn AlShammry",Nisnass,Influencers,N/A,"2019-01-15 00:01:05"
607,Zyada5,"For coupons hasoffers",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-15 00:01:05"
608,Zyada11,"Buy1 Get 1 coupon",Deactive,N/A,"Om Shahoodi bint Ibrahim Alkhuwatir",Nisnass,Influencers,N/A,"2019-01-15 00:01:04"
609,itc22,"10% on one time service (office)",N/A,N/A,N/A,Matic,Others,"Itcan - DXB Office","2019-01-14 17:53:41"
610,itc23,"10% on one time service",Active,N/A,N/A,Matic,N/A,N/A,"2019-01-14 17:53:23"
611,itc24,"10% on one time service",Active,N/A,N/A,Matic,Networks,N/A,"2019-01-14 17:53:23"
612,itc25,"10% on one time service",Active,N/A,N/A,Matic,Networks,N/A,"2019-01-14 17:53:23"
613,itc26,"10% on one time service",Active,N/A,N/A,Matic,Networks,N/A,"2019-01-14 17:53:23"
614,itc27,"10% on one time service",Active,N/A,N/A,Matic,Networks,N/A,"2019-01-14 17:53:23"
615,itc28,"10% on one time service",Active,N/A,N/A,Matic,Networks,N/A,"2019-01-14 17:53:23"
616,itc29,"10% on one time service",Active,N/A,N/A,Matic,N/A,N/A,"2019-01-14 17:53:23"
617,Go10,"10% on everything",N/A,N/A,"Arwa Dhl",MumzWorld,Influencers,N/A,"2019-01-14 12:41:14"
618,Go14,"10% on everything",N/A,N/A,"Joud Lama",MumzWorld,Influencers,N/A,"2019-01-14 12:40:37"
619,Zyada10,"Buy1 Get 1 coupon",Deactive,N/A,"Dr. Hind",Nisnass,Influencers,N/A,"2019-01-14 00:00:52"
620,Zyada1,"Buy1 Get1 Coupon",Deactive,N/A,N/A,Nisnass,SEM,N/A,"2019-01-14 00:00:51"
621,Zyada3,"Buy1 Get 1 Coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-14 00:00:51"
622,Zyada4,"Buy1 Get 1 Coupon (Affiliates)",Deactive,N/A,N/A,Nisnass,Digital,N/A,"2019-01-14 00:00:51"
623,HOC_TEST2,N/A,active,N/A,N/A,Sivvi,Digital,N/A,"2019-01-13 22:24:10"
624,Her11,"5% discount on beauty + everything",N/A,N/A,Classy_Closet7,Ounass,Influencers,N/A,"2019-01-13 15:09:20"
625,Look11,"10% discount on everything",N/A,N/A,Classy_Closet7,Ounass,Influencers,N/A,"2019-01-13 15:09:03"
626,Her7,"5% discount on beauty + everything",N/A,N/A,"Afnan AlBatel",Ounass,Influencers,N/A,"2019-01-13 15:08:18"
627,Look7,"10% discount on everything",N/A,N/A,"Afnan AlBatel",Ounass,Influencers,N/A,"2019-01-13 15:08:14"
628,Look8,"10% discount on everything",N/A,N/A,"Ahood AlEnezi ‎",Ounass,Influencers,N/A,"2019-01-13 15:08:06"
629,Her8,"5% discount on beauty + everything",N/A,N/A,"Ahood AlEnezi ‎",Ounass,Influencers,N/A,"2019-01-13 15:08:02"
630,Look10,"10% discount on everything",N/A,N/A,"Bushra AlSayed",Ounass,Influencers,N/A,"2019-01-13 15:07:57"
631,Her10,"5% discount on beauty + everything",N/A,N/A,"Bushra AlSayed",Ounass,Influencers,N/A,"2019-01-13 15:07:50"
632,Look6,"10% discount on everything",N/A,N/A,"Yara AlNamlah",Ounass,Influencers,N/A,"2019-01-10 16:07:31"
633,Her6,"5% discount on beauty + everything",N/A,N/A,"Yara AlNamlah",Ounass,Influencers,N/A,"2019-01-10 16:07:15"
634,Her9,"5% discount on beauty + everything",N/A,N/A,"Joud Lama",Ounass,Influencers,N/A,"2019-01-10 15:21:38"
635,Look9,"10% discount on everything",N/A,N/A,"Joud Lama",Ounass,Influencers,N/A,"2019-01-10 15:21:16"
636,frsa6,"55% discount coupon code",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2019-01-10 15:16:45"
637,frsa7,"55% discount coupon code",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2019-01-10 15:16:45"
638,frsa8,"55% discount coupon code",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2019-01-10 15:16:45"
639,frsa9,"55% discount coupon code",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2019-01-10 15:16:45"
640,frsa10,"55% discount coupon code",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2019-01-10 15:16:45"
641,frsa15,"55% discount coupon code",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2019-01-10 15:16:45"
642,frsa16,"55% discount coupon code",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2019-01-10 15:16:45"
643,frsa17,"55% discount coupon code",Active,N/A,N/A,"Arabian Oud",Miners,N/A,"2019-01-10 15:16:45"
644,frsa2,"55% discount coupon codes",Active,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-10 15:12:58"
645,frsa3,"55% discount coupon codes",Active,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-10 15:12:58"
646,frsa4,"55% discount coupon codes",Active,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-10 15:12:58"
647,frsa5,"55% discount coupon codes",Active,N/A,N/A,"Arabian Oud",Digital,N/A,"2019-01-10 15:12:58"
648,Her5,"5% discount on beauty + everything",N/A,N/A,N/A,Ounass,SEM,N/A,"2019-01-10 11:32:54"
649,Her4,"5% discount on beauty + everything",N/A,N/A,N/A,Ounass,SEM,N/A,"2019-01-10 11:32:45"
650,Look5,"10% discount on everything",N/A,N/A,N/A,Ounass,SEM,N/A,"2019-01-10 11:31:58"
651,Look4,"10% discount on everything",N/A,N/A,N/A,Ounass,SEM,N/A,"2019-01-10 11:31:51"
652,Look3,"10% discount on everything (Affiliates)",N/A,N/A,N/A,Ounass,Digital,N/A,"2019-01-10 11:31:41"
653,Go22,"10% on everything",N/A,N/A,N/A,MumzWorld,Miners,N/A,"2019-01-10 10:51:13"
654,Go20,"10% on everything",N/A,N/A,N/A,MumzWorld,Miners,N/A,"2019-01-10 10:51:08"
655,Go18,"10% on everything",N/A,N/A,N/A,MumzWorld,Miners,N/A,"2019-01-10 10:51:01"
656,Go16,"10% on everything",N/A,N/A,N/A,MumzWorld,Miners,N/A,"2019-01-10 10:50:56"
657,Go8,"10% on everything",N/A,N/A,N/A,MumzWorld,Miners,N/A,"2019-01-10 10:50:50"
658,Go6,"10% on everything",N/A,N/A,N/A,MumzWorld,Miners,N/A,"2019-01-10 10:50:44"
659,Go4,"10% on everything",N/A,N/A,N/A,MumzWorld,Miners,N/A,"2019-01-10 10:49:53"
660,Go2,"10% on everything",N/A,N/A,N/A,MumzWorld,Miners,N/A,"2019-01-10 10:49:35"
661,New88,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:02"
662,New90,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:02"
663,New92,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:02"
664,New94,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:02"
665,New96,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:02"
666,New98,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:02"
667,New74,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:01"
668,New76,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:01"
669,New78,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:01"
670,New80,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:01"
671,New82,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:01"
672,New84,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:01"
673,New86,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:01"
674,New50,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
675,New52,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
676,New54,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
677,New56,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
678,New58,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
679,New62,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
680,New64,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
681,New66,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
682,New68,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
683,New70,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
684,New72,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:01:00"
685,New28,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:59"
686,New30,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:59"
687,New32,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:59"
688,New34,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:59"
689,New36,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:59"
690,New38,"20% off everything on the website (Materials)",Deactive,N/A,N/A,Nisnass,Others,N/A,"2019-01-09 00:00:59"
691,New40,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:00:59"
692,New42,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:00:59"
693,New44,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:00:59"
694,New46,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:00:59"
695,New48,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Miners,N/A,"2019-01-09 00:00:59"
696,New14,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:58"
697,New16,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:58"
698,New18,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:58"
699,New20,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:58"
700,New22,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:58"
701,New24,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:58"
702,New26,"20% off everything on the website",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:58"
703,mama56,"Buy 1 Get 1 Coupon for Mamas & Papas",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:57"
704,mama60,"Buy 1 Get 1 Coupon for Mamas & Papas",Deactive,N/A,N/A,Nisnass,Influencers,N/A,"2019-01-09 00:00:57"
705,New2,"20% off everything on the website",Deactive,N/A,"Moath Abdulrahman",Nisnass,Influencers,N/A,"2019-01-09 00:00:57"
706,New4,"20% off everything on the website",Deactive,N/A,"Abdulrahman AlSadhan",Nisnass,Others,N/A,"2019-01-09 00:00:57"
707,New6,"20% off everything on the website",Deactive,N/A,"Om Shahoodi bint Ibrahim Alkhuwatir",Nisnass,Influencers,N/A,"2019-01-09 00:00:57"
708,New8,"20% off everything on the website",Deactive,N/A,"Ahmad AlBarqi",Nisnass,Influencers,N/A,"2019-01-09 00:00:57"
